block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB
406,2022/11/21 16:35:03,NEW_VALSET:PCHEIGHT/225520,9440D2F617F11357E2B642CA1CBC6F0950D0FB35FD41DE8C382821B5CDA6DECC,B43552B0267ADF1E26AE89139F37550562D41573BE424AE8AD93EA85F119E158,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107548,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,1,59,60,0,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0
441,2022/11/21 16:37:59,NEW_VALSET:PCHEIGHT/225556,C936C965182598B1715FB64A05EA0154521957ACE360A9A6FB44DC0370153157,3996A3AADFF10F86104B14620A222A718827099E75F509500927A539DC166C08,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107549,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,1,60,60,0,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0
514,2022/11/21 16:44:07,NEW_VALSET:PCHEIGHT/225628,E0CCDB8390CD6496C9A40610FDE3C3B3C4E309D6F90383E03827BBFC7C698307,E156101F89F7395582B89911D80573BC7053DB53073E6B23C6A4F1F8E897677D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107550,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,2,60,60,0,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0
550,2022/11/21 16:47:09,NEW_VALSET:PCHEIGHT/225664,E3EFE1041D090899051F648D923825D84DFF4E1496DE34622A5CD3528284F728,488019AB1BCDDCFF8E34A719F7D6F1DF0F9D49680D4241E2E67F5341EC86DB0D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107557,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,9,60,60,0,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0
586,2022/11/21 16:50:11,NEW_VALSET:PCHEIGHT/225700,DE61BA1B46BC458EF9F60B57538819F3D300E70B33D98900602F714916FF7B54,1DB1F3F264F53B3EAB920E50F5C626BFE4BFA2E8C5F61AFF2ED4CCC4D6EB2B22,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107547,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,59,60,60,0,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0
621,2022/11/21 16:53:07,NEW_VALSET:PCHEIGHT/225735,DC1C791D2CA6A6786A6B236CB41E3E6397D517E6ECD07CCD42DC8ADF14354C3F,4DB4F17E680637F896F4F5667F6617620A5C55E1B82273F1F0F869D7A403D83D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107548,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,60,60,60,0,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0
693,2022/11/21 16:59:10,NEW_VALSET:PCHEIGHT/225807,E7F7A56D8DA8B8E8A24C3D493B969578490553EE3290E062A6CB1B619B73551C,43DAD34320852477D023348B8A2A69084B584561F7DB2F3BAFDEA4B41F72F061,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107556,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,60,60,60,0,60,9,0,59,0,0,0,0,0,0,0,0,0,0,0,0
729,2022/11/21 17:02:12,NEW_VALSET:PCHEIGHT/225843,D9C0A99AF9A71C26031C598E8BD7800517E9AB78DEE4EE9F0723A917C00F44B6,6B32FAD6A43CE238EEFAA4A5D1D4A70F91E28453B4DE55F82A8CF9DC0E9BA774,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107606,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,60,60,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
781,2022/11/21 17:06:34,NEW_VALSET:PCHEIGHT/225895,1C90B53B75121F4A3289804A7FF164EAE132EF3C1D3419F0BCE36B781FE367CE,64526208655D2FD27ADDF2017D15A95DD63B376CFA681F2AEC8351185499ACAA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107536,670100004,784,418,310,300,142,104,95,78,77,0,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,8,60,60,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
801,2022/11/21 17:08:15,NEW_VALSET:PCHEIGHT/225915,806A4D3748654285D9BBFDAFD1F62BE051E43552A24DF252C921563BEC26953D,6C04D81D547D2E5D43F0F8A84D826AEC6D0E81153D73BAC62D77D5B0257419A9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107587,670100004,784,418,310,300,142,104,95,78,77,0,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,59,60,60,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
837,2022/11/21 17:11:17,NEW_VALSET:PCHEIGHT/225951,75D522E0547BA2A0ECB760D29216DC14C5DF21E2ECE5D2B3CB23297EB7342667,79AF96B9978DDBE4B6C7D473C2CCB4DFCBC6B7CBD1986339AB4F85C38D823B86,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107588,670100004,784,418,310,300,142,104,95,78,77,0,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,60,60,60,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2348,2022/11/21 19:18:20,NEW_VALSET:PCHEIGHT/227466,D6A60751B39D3D3FF85FB5F8AC45F930F1C6D4F3DFE4C1C95899BE3DEE972A0A,4287D725BFF180963BD1C289FC6AF61D10DF85291A857CCE3C39F920F5458A28,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107658,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,60,60,60,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2742,2022/11/21 19:51:28,NEW_VALSET:PCHEIGHT/227859,9DF663DAF5151222489FCD34FDEDC94FC738EB1F78A7317543A14AAC74AD24C4,AB4F20118276CD99B50726E2B56000A86E3C939E877201503AD4520964B3A1FF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107717,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,59,59,59,59,59,58,58,60,60,60,60,0,60,59,0,59,59,0,0,0,0,0,0,0,0,0,0,0
3668,2022/11/21 21:09:20,NEW_VALSET:PCHEIGHT/228785,878CCD4584BB6265901FD1F7F0CA12EDDF28519439F996117252EC623C8CB994,F9540C9DAAE38036EE16DDFEFE0A81BD5346ECAAB55800EF299208E8D79FB7E6,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107600,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,59,59,59,59,59,58,58,60,60,60,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
4092,2022/11/21 21:45:00,NEW_VALSET:PCHEIGHT/229209,7B792734DC34B1C95D1496F20D07D50CD0B1E0826026AD6EB0FC23005C18F29E,A063B3D532BC4AF0EEEFE978960E59FE99DB4C04E78500C8C44E8C433E3CEE5C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107540,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,59,59,59,59,59,58,58,60,60,0,60,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
4250,2022/11/21 21:58:17,NEW_VALSET:PCHEIGHT/229367,2EB6EBF0F590369E24862A03190560624C97F057F565F0CDA0C098517A4631CB,38C8638D973F79EB7F4333A094528BC525928FB6F9DB99E369919F0FAD5B56C5,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107480,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,59,59,59,59,59,58,58,60,60,0,0,0,60,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
4438,2022/11/21 22:14:06,NEW_VALSET:PCHEIGHT/229555,52D91AD80CC81073BBA8EB2307B5B5A8BF7732B27598F35F1DBFE421D17B26D9,E6246C437D08C0B45FABE479E8AF3C05DE7311E81354490BA65228F05151193B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107420,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,59,59,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
4938,2022/11/21 22:56:09,NEW_VALSET:PCHEIGHT/229992,A875AF2BD79254A3338AC3BF9953B0605E2410EA85FA0D8FDF73A9FA780C304B,BD6B0D42E130704AD3C973EEF411E505CCD53FF87013A6D1796564B492BC3717,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107360,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,59,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
5003,2022/11/21 23:01:38,NEW_VALSET:PCHEIGHT/230057,E6135617147028E1401D59CC9B76EB971E86512A67A7A5961D7CDF3FA91A3688,A3AEBC13AA5B45DE6F326BA497D7EE29AE7AB804971903E1EF6EC7889434D35B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107301,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
6675,2022/11/22 01:22:13,NEW_VALSET:PCHEIGHT/231728,791CE5C22E0908AB081DD7E9C5B7E9CC9D8665521759A92A4E791DFE3EF1C236,A6A63029369BC5FEE618E268C315777B23B76D06907AA7C1E635A8AD0F9E8B51,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107360,670100004,784,418,310,300,142,104,95,78,77,70,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
6702,2022/11/22 01:24:30,NEW_VALSET:PCHEIGHT/231755,5575F7F1A09C727DF86A39CE0FDF40AAA2EDBCCB019EE5FEA0151AA6CDD97623,FE8C142EF4548777C2939B654055BD1A583516FB56203CE1FEDE2835D0E79F2F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107290,670100004,784,418,310,300,142,104,95,78,77,0,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
6964,2022/11/22 01:46:32,NEW_VALSET:PCHEIGHT/232017,6F2E294052F31B8364EEEE1358299955F66F8933BE7AB48A613298DE29D054A2,9C69F9F1C0247127C669F026475473D48FD43BF1882E7E197A95230DA9A24568,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107231,670100004,784,418,310,300,142,104,95,78,77,0,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
7254,2022/11/22 02:10:55,NEW_VALSET:PCHEIGHT/232307,8F5343E0C6B467419D18152B452D4D6CEA57550F16FB3A987EE16236D1F7C39C,59BAF915AFCE4EFB6FEC13588F6D566CC0AFF56256818CB65447EC8A73813862,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107300,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,58,60,60,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
7365,2022/11/22 02:20:15,NEW_VALSET:PCHEIGHT/232418,DEF5215468471A9C916AB539E6DED6E8BD21B04FB8549726EB3939E53CAEF959,E4B3B858F1D40DCF8064B3C06F41E86872F6D79A8759C1260320280B1BC343E9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107359,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,58,60,60,0,0,0,59,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
7774,2022/11/22 02:54:38,NEW_VALSET:PCHEIGHT/232827,71B42D2B1BA20299C37C306CBDEF0A4A9233D3D4DB9B77798F3D5EB70A12B5B9,6ADF80F11DB59BB4EE01829688926B696FC4A9DBEA12A1DA4DDE065710DA66F7,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107360,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,59,60,60,0,0,0,59,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0
8279,2022/11/22 03:37:07,NEW_VALSET:PCHEIGHT/233331,CE2B28A24332F6DEB31EB731830418DBB458D7E2D2123ED3F612116171FA6028,1B4DA81E08A8BEF2E94E15EB3C5DC517AE94C4CA1BBA2DF1241BBB8A46D81596,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107301,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,59,60,60,0,0,0,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
8321,2022/11/22 03:40:39,NEW_VALSET:PCHEIGHT/233373,7B3184E05387A5942D826EF7A72D7B5C1A0189DCE56A2D6E8C32BA3A35B7145E,7CE0DF1D18CF400E44E5233E6E1636B1A4DA371DB6DA095E2F008F5F982F8163,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107359,670100004,784,418,310,300,142,104,95,78,77,69,68,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,0,59,0,59,59,59,58,59,60,60,0,0,0,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
